Vehicle_ID,Make,Model,Year,Region,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,Usage_Type,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD
2454,Hyundai,Ioniq 5,2018,Australia,Hatchback,75.2,85.3,354,211.4,0.49,587,24.1,163989,89.4,242,4.71,-3.1,Commercial,19.68,1290,776,0.23,757.49,22245
2455,Chevrolet,Bolt EUV,2020,Australia,Truck,80.1,94.0,410,212.8,0.53,1248,16.91,111397,89.4,172,8.58,18.2,Commercial,13.37,1424,1849,0.11,172.67,23190
2456,Volkswagen,ID.3,2021,Europe,SUV,102.1,70.7,576,152.2,0.81,1125,20.11,30476,44.5,139,3.6,29.8,Personal,3.66,766,2422,0.14,71.5,31257
2457,Hyundai,Kona Electric,2021,Asia,Hatchback,44.0,86.4,187,106.8,0.52,643,19.36,195826,95.6,191,4.31,28.1,Fleet,23.5,765,1170,0.28,884.61,17144
2458,Ford,F-150 Lightning,2023,Europe,Hatchback,85.6,79.4,402,148.4,0.66,950,20.41,134552,62.2,140,9.41,-9.7,Personal,16.15,744,1509,0.3,686.55,26972
2459,Nissan,Ariya,2016,Asia,Hatchback,93.6,99.7,391,141.4,0.76,1773,24.47,159975,94.2,165,4.68,38.5,Personal,19.2,895,1003,0.25,815.54,22853
2460,Hyundai,Ioniq 5,2022,Europe,Hatchback,102.9,76.6,413,132.4,0.88,1013,17.07,163075,60.7,165,8.7,33.4,Fleet,19.57,1609,1593,0.2,463.95,29617
2461,BMW,i4,2015,North America,SUV,61.4,80.5,261,152.9,0.47,936,21.7,142166,50.4,243,5.37,8.6,Commercial,17.06,1258,704,0.18,462.75,18928
2462,BMW,i4,2023,Europe,Hatchback,100.5,79.8,431,72.4,1.82,1185,18.83,79860,90.0,197,5.73,25.3,Fleet,9.58,827,1784,0.13,162.91,27720
2463,BMW,i4,2017,Asia,Hatchback,112.7,95.4,544,229.6,0.68,1717,13.82,22802,82.8,133,3.86,24.4,Personal,2.74,719,1837,0.31,81.41,26609
2464,Chevrolet,Bolt EUV,2016,North America,Sedan,46.1,73.3,235,159.3,0.41,1316,23.47,83105,91.5,168,9.7,15.6,Personal,9.97,1587,710,0.19,308.83,12422
2465,Tesla,Model S,2017,North America,Truck,112.4,90.0,656,117.6,1.02,397,19.6,79111,40.6,213,5.67,-2.0,Personal,9.49,1762,1827,0.16,206.74,28046
2466,Ford,Mustang Mach-E,2020,Europe,SUV,95.0,92.6,517,80.7,1.37,238,16.21,224403,33.9,184,8.21,23.0,Commercial,26.93,780,651,0.18,545.64,24040
2467,Ford,F-150 Lightning,2022,Australia,Hatchback,38.5,87.5,230,144.7,0.32,1617,13.81,157448,37.4,134,9.2,7.0,Commercial,18.89,1153,1161,0.23,416.75,18963
2468,BMW,i4,2017,Asia,Sedan,114.1,81.5,506,45.9,2.9,307,23.95,169078,51.6,211,7.26,-5.6,Fleet,20.29,241,1454,0.17,573.67,27129
2469,BMW,i3,2023,Australia,Sedan,88.9,86.3,473,88.1,1.07,641,19.93,123259,50.7,177,8.86,33.1,Fleet,14.79,1225,1310,0.24,491.31,28845
2470,Volkswagen,ID.3,2023,Australia,Truck,77.7,92.1,446,48.4,1.7,1116,20.78,44361,89.7,179,8.19,17.7,Fleet,5.32,943,880,0.25,192.05,23583
2471,Nissan,Leaf,2021,Australia,Sedan,80.6,99.9,339,203.5,0.52,417,16.14,85954,54.6,195,4.78,-0.9,Personal,10.31,1845,2355,0.31,358.39,22230
2472,Volkswagen,ID.4,2021,Australia,Hatchback,64.8,80.5,315,106.9,0.79,703,21.31,176634,41.9,144,3.6,11.9,Personal,21.2,239,1595,0.09,282.31,18123
2473,Mercedes,EQS,2015,Australia,SUV,107.4,81.3,500,93.9,1.42,1439,18.98,248439,35.5,168,7.01,1.5,Commercial,29.81,1899,2187,0.35,1375.32,23642
2474,Chevrolet,Bolt EUV,2020,Asia,Sedan,114.0,76.5,605,83.1,1.5,1103,17.66,215121,48.9,231,4.67,36.6,Commercial,25.81,1634,1644,0.09,284.93,27864
2475,BMW,i3,2024,Asia,Hatchback,86.3,84.5,445,189.8,0.62,1988,18.69,81432,69.7,222,9.6,2.9,Personal,9.77,1740,873,0.29,367.81,24669
2476,Hyundai,Ioniq 5,2017,Asia,Sedan,91.0,85.7,384,201.2,0.54,401,20.02,199501,67.7,138,3.8,21.7,Commercial,23.94,778,1636,0.12,399.4,26138
2477,Chevrolet,Bolt EV,2017,Australia,SUV,105.4,75.1,463,37.3,3.09,476,19.27,166238,74.0,243,9.22,10.9,Commercial,19.95,1571,1259,0.12,320.34,26150
2478,Hyundai,Ioniq 5,2017,North America,Hatchback,79.5,86.8,321,217.8,0.52,729,24.76,166772,50.0,177,8.63,-0.5,Commercial,20.01,363,2226,0.19,653.8,20267
2479,Tesla,Model 3,2020,Asia,Truck,89.3,71.2,359,58.7,1.95,458,14.25,55817,52.0,210,4.01,25.5,Commercial,6.7,857,2169,0.18,119.31,25906
2480,Ford,Mustang Mach-E,2024,Asia,Hatchback,55.9,73.9,278,233.8,0.33,1980,16.76,28700,84.0,159,4.29,36.4,Fleet,3.44,969,1382,0.1,40.08,18337
2481,Ford,Mustang Mach-E,2021,Europe,Sedan,92.6,85.6,405,86.8,1.48,727,21.08,95352,38.3,224,8.37,39.6,Fleet,11.44,517,832,0.32,536.01,28219
2482,Tesla,Model X,2023,Australia,SUV,71.6,92.0,426,141.8,0.58,1571,18.76,13882,52.4,210,8.11,-8.0,Commercial,1.67,1738,1641,0.22,47.74,23433
2483,Volkswagen,ID.3,2017,Asia,Hatchback,114.1,70.8,506,126.4,1.13,1333,23.09,42633,34.9,186,6.93,3.3,Commercial,5.12,896,1210,0.12,98.44,28824
2484,Audi,Q4 e-tron,2023,Australia,Truck,47.6,85.1,218,23.8,2.42,1385,18.42,216774,56.9,213,5.75,39.7,Personal,26.01,1896,2109,0.25,831.87,18356
2485,Kia,EV6,2023,Australia,Truck,62.2,86.7,267,41.6,1.73,654,12.66,55416,71.0,236,4.26,36.2,Commercial,6.65,476,1788,0.32,187.08,19122
2486,Chevrolet,Bolt EV,2015,Asia,Sedan,67.5,90.4,354,50.1,1.63,1119,15.18,246467,81.7,239,8.61,23.7,Personal,29.58,934,1404,0.23,717.1,16552
2487,Nissan,Leaf,2023,North America,SUV,76.8,75.5,323,140.5,0.69,1268,24.94,50653,69.7,232,8.49,37.8,Commercial,6.08,1378,1197,0.34,357.93,21892
2488,BMW,iX,2016,Europe,Sedan,56.0,83.1,264,196.0,0.37,1294,23.06,131474,55.3,209,5.39,28.3,Personal,15.78,1746,2326,0.32,808.48,13779
2489,Tesla,Model X,2021,North America,SUV,72.8,86.0,323,133.9,0.71,1983,24.39,177336,30.2,217,9.15,39.3,Fleet,21.28,1869,765,0.18,648.78,24689
2490,Chevrolet,Bolt EUV,2024,North America,Sedan,109.7,73.8,439,53.8,2.25,1107,17.48,22025,76.8,233,5.11,29.0,Personal,2.64,689,992,0.11,35.29,34208
2491,BMW,i3,2018,North America,SUV,65.2,75.8,352,173.1,0.45,209,19.45,186010,84.4,132,8.73,24.4,Personal,22.32,486,530,0.12,361.79,22423
2492,Nissan,Leaf,2019,Australia,SUV,92.2,91.3,425,169.3,0.69,973,19.05,68387,72.2,184,6.28,28.3,Personal,8.21,1612,656,0.13,141.13,22849
2493,Nissan,Ariya,2024,Asia,SUV,59.1,89.6,346,41.1,1.71,1866,17.98,157566,64.6,197,7.11,-8.6,Commercial,18.91,1755,2349,0.15,354.13,19936
2494,Chevrolet,Bolt EV,2024,Australia,Truck,82.8,73.7,355,195.5,0.48,1359,24.87,238758,43.9,208,7.58,16.4,Fleet,28.65,435,735,0.29,1435.0,28599
2495,Mercedes,EQC,2019,Australia,SUV,76.8,79.3,394,163.6,0.6,506,19.83,94529,84.6,146,6.6,4.6,Fleet,11.34,750,2030,0.12,187.45,19411
2496,Nissan,Leaf,2023,Europe,Truck,44.3,96.8,250,234.2,0.21,706,22.41,115137,51.2,217,6.71,-7.9,Personal,13.82,1430,2207,0.25,537.55,19300
2497,Mercedes,EQC,2017,North America,Sedan,84.6,86.6,412,67.1,1.43,1852,24.54,28802,38.4,245,7.92,-7.7,Personal,3.46,1706,1206,0.1,58.9,21452
2498,Ford,Mustang Mach-E,2021,Europe,Hatchback,59.7,77.3,262,151.7,0.48,1577,12.28,23467,62.3,157,10.0,-1.8,Fleet,2.82,852,2263,0.2,48.03,21792
2499,Kia,Niro EV,2023,Asia,SUV,116.5,86.1,655,122.0,1.35,264,15.68,36521,39.7,137,6.25,39.5,Commercial,4.38,811,1349,0.22,104.99,31355
2500,Ford,Mustang Mach-E,2018,North America,Truck,61.7,90.1,359,106.0,0.69,453,16.5,32207,54.0,244,5.38,20.3,Commercial,3.86,238,2420,0.14,62.0,17161
2501,Nissan,Leaf,2020,North America,Hatchback,45.4,71.7,237,171.8,0.36,948,21.11,98057,35.2,158,6.0,18.6,Commercial,11.77,922,2173,0.11,189.75,14074
2502,Mercedes,EQS,2023,North America,Hatchback,119.9,94.2,663,72.8,2.35,769,18.79,42123,37.5,242,6.67,12.9,Personal,5.05,971,2171,0.18,118.72,35505
2503,Nissan,Ariya,2017,Asia,Sedan,73.9,85.1,338,136.5,0.62,1003,17.5,121801,86.2,207,8.84,26.5,Fleet,14.62,489,527,0.32,568.4,19929
2504,Ford,F-150 Lightning,2017,Asia,Hatchback,75.3,76.2,442,118.2,0.67,637,20.38,9702,91.2,146,4.21,-0.4,Commercial,1.16,902,2334,0.19,31.31,22153
2505,Kia,Niro EV,2020,Asia,SUV,41.2,75.7,210,130.7,0.41,1934,17.04,138991,32.6,222,7.69,19.8,Personal,16.68,1680,2110,0.26,513.15,17550
2506,BMW,i3,2016,Asia,Hatchback,93.8,95.7,401,103.2,1.23,1632,21.0,83905,97.7,180,6.61,17.2,Commercial,10.07,758,1385,0.11,161.52,25041
2507,Ford,F-150 Lightning,2020,Australia,Hatchback,58.6,90.1,273,147.8,0.51,1801,22.3,134808,67.4,165,5.44,36.5,Commercial,16.18,921,801,0.14,350.73,17470
2508,BMW,iX,2020,Australia,Hatchback,70.8,77.0,413,104.2,0.81,761,19.72,45459,74.7,169,4.87,-6.9,Personal,5.46,683,1375,0.25,186.76,19802
2509,Ford,F-150 Lightning,2020,Europe,Hatchback,51.6,95.1,218,95.9,0.77,1326,22.18,217118,47.4,225,5.45,31.2,Commercial,26.05,655,2257,0.24,963.14,14934
2510,Volkswagen,ID.3,2016,Europe,SUV,33.9,90.9,199,195.9,0.19,1602,18.97,158911,77.4,177,5.52,17.4,Personal,19.07,1977,992,0.25,628.03,10056
2511,Tesla,Model Y,2019,Australia,SUV,44.4,90.9,255,85.1,0.57,958,15.54,22016,34.9,203,7.2,25.9,Commercial,2.64,209,626,0.33,94.09,15643
2512,Hyundai,Kona Electric,2021,Australia,Hatchback,56.0,98.4,282,186.1,0.34,525,12.72,171966,76.7,170,6.01,35.9,Personal,20.64,959,1659,0.33,601.54,18686
2513,Audi,Q4 e-tron,2020,Europe,SUV,106.9,85.7,494,118.4,1.12,806,23.55,201508,43.1,239,6.07,3.1,Commercial,24.18,835,579,0.34,1344.56,30851
2514,Chevrolet,Bolt EUV,2020,Australia,SUV,63.9,83.9,276,104.7,0.69,1411,14.37,142869,59.2,225,7.55,37.9,Commercial,17.14,1821,571,0.12,205.3,22734
2515,Tesla,Model X,2024,North America,Sedan,95.5,84.4,474,154.0,0.69,1954,12.61,133192,38.5,193,4.25,0.7,Commercial,15.98,475,1072,0.32,447.88,31383
2516,Chevrolet,Bolt EUV,2020,Europe,SUV,32.6,91.8,189,24.5,1.78,804,18.56,60020,73.2,218,8.69,6.7,Fleet,7.2,251,687,0.21,194.94,15068
2517,Hyundai,Ioniq 5,2018,Australia,Sedan,94.5,93.3,519,87.7,1.21,790,12.07,102347,67.6,157,4.16,-8.3,Commercial,12.28,887,2140,0.27,277.95,27573
2518,BMW,i4,2015,Asia,Hatchback,94.5,75.6,395,148.3,0.69,1875,22.74,11381,43.9,145,8.98,33.8,Fleet,1.37,1322,1226,0.31,66.86,21898
2519,Mercedes,EQC,2019,Asia,Truck,57.3,77.3,314,47.7,1.61,1451,22.5,103132,91.3,198,4.47,10.8,Fleet,12.38,1225,1960,0.15,290.06,18518
2520,BMW,i4,2017,Australia,Sedan,64.2,72.8,329,102.6,0.88,1589,22.43,184632,88.4,132,4.58,39.3,Personal,22.16,542,2312,0.2,690.22,19502
2521,Ford,F-150 Lightning,2019,Europe,SUV,90.3,98.7,380,191.3,0.64,1873,16.82,114293,40.5,156,7.53,36.0,Commercial,13.72,1896,2073,0.34,544.68,27698
2522,Hyundai,Ioniq 5,2017,Australia,Truck,39.7,82.4,232,29.7,1.64,417,21.47,105018,65.0,177,5.12,18.8,Fleet,12.6,812,2190,0.32,601.26,13731
2523,Mercedes,EQS,2019,Europe,SUV,44.1,84.9,224,236.7,0.23,585,19.07,242409,52.5,209,8.65,-6.1,Commercial,29.09,695,1401,0.23,886.03,18002
2524,Mercedes,EQC,2020,Europe,SUV,54.0,99.2,270,215.7,0.33,769,18.38,218951,86.6,139,3.52,32.2,Commercial,26.27,946,1253,0.31,1039.62,19914
2525,Chevrolet,Bolt EV,2022,Asia,Sedan,39.2,88.7,212,100.0,0.56,481,19.13,219000,65.5,150,7.45,14.2,Commercial,26.28,895,1407,0.16,558.6,14555
2526,Mercedes,EQS,2019,North America,Hatchback,110.7,74.5,594,82.7,1.59,1883,14.93,164563,98.2,136,5.42,13.6,Commercial,19.75,691,1257,0.28,573.28,31076
2527,Kia,EV6,2024,Australia,Hatchback,38.7,98.4,187,92.9,0.51,353,16.55,86210,92.7,248,8.46,16.8,Personal,10.35,1142,1268,0.29,344.8,16502
2528,BMW,i4,2022,North America,Hatchback,112.9,94.7,669,97.0,1.34,309,14.89,154198,41.3,134,4.3,-0.6,Personal,18.5,1003,1558,0.09,172.2,29909
2529,Tesla,Model X,2016,Asia,Hatchback,68.0,97.7,390,152.2,0.53,1905,15.76,126625,47.7,179,6.76,-3.3,Fleet,15.2,807,837,0.25,415.75,17297
2530,Kia,Niro EV,2020,Australia,Truck,103.4,98.1,453,192.5,0.69,1018,12.99,30847,90.4,210,7.32,27.7,Fleet,3.7,1616,678,0.21,70.12,29573
2531,Hyundai,Kona Electric,2024,North America,Truck,100.2,81.7,591,236.4,0.49,298,23.34,159552,91.8,247,4.36,36.7,Fleet,19.15,452,2418,0.33,1024.08,27036
2532,Hyundai,Ioniq 5,2024,Europe,Hatchback,110.1,83.7,450,185.2,0.82,1364,23.89,135568,40.8,182,8.28,3.7,Commercial,16.27,597,968,0.14,377.85,34259
2533,Tesla,Model X,2015,Asia,SUV,111.1,98.6,607,184.7,0.79,539,24.05,63825,69.1,204,6.91,30.7,Personal,7.66,932,822,0.32,409.33,26645
2534,Tesla,Model S,2019,Australia,Sedan,70.8,94.8,345,62.9,1.52,329,19.47,8664,33.0,177,7.07,2.0,Commercial,1.04,1632,2134,0.16,22.49,21968
2535,BMW,i4,2016,Australia,SUV,49.0,70.6,198,164.6,0.38,1513,24.98,87078,98.3,221,4.63,32.0,Fleet,10.45,417,1254,0.19,344.41,15938
2536,Ford,Mustang Mach-E,2019,Asia,Hatchback,103.6,77.2,592,217.7,0.52,240,21.23,158336,63.3,138,6.68,12.4,Commercial,19.0,1052,1273,0.12,336.15,26340
2537,Mercedes,EQS,2017,Asia,SUV,115.0,89.7,491,205.1,0.6,466,24.82,101341,52.6,237,3.61,14.2,Fleet,12.16,1389,2414,0.25,524.02,27052
2538,Ford,Mustang Mach-E,2023,North America,Sedan,53.9,72.1,296,150.9,0.39,432,22.83,220644,38.3,213,9.02,37.0,Commercial,26.48,1502,1651,0.27,1133.39,21306
2539,Chevrolet,Bolt EUV,2017,Europe,Truck,62.8,89.3,352,76.7,0.93,754,17.89,74966,72.2,153,3.74,34.0,Fleet,9.0,1508,741,0.18,201.17,18632
2540,Audi,e-tron,2016,Australia,Truck,74.3,92.7,377,134.7,0.63,1089,12.35,120770,40.4,203,6.67,-1.2,Commercial,14.49,1228,2240,0.16,198.87,18818
2541,Ford,Mustang Mach-E,2019,Asia,Truck,82.8,75.7,376,178.9,0.61,1267,16.46,105532,87.7,141,9.89,8.6,Fleet,12.66,1839,1099,0.1,144.75,25217
2542,Tesla,Model S,2017,Europe,Hatchback,110.0,71.6,578,110.6,1.07,1980,14.21,156878,74.1,241,4.15,14.1,Personal,18.83,1656,2028,0.23,427.27,25556
2543,BMW,i3,2016,North America,SUV,93.3,85.6,416,126.7,0.9,349,13.12,65059,71.1,185,5.2,30.7,Fleet,7.81,1877,2370,0.2,142.26,23085
2544,Nissan,Ariya,2018,Asia,Truck,39.2,80.1,162,202.9,0.21,1800,17.18,167334,38.3,211,6.18,19.8,Personal,20.08,1174,1275,0.13,311.44,14720
2545,Ford,Mustang Mach-E,2017,Australia,Hatchback,50.3,70.6,259,46.8,1.53,1897,12.72,97672,76.8,162,9.08,24.9,Fleet,11.72,280,2304,0.09,93.18,13569
2546,Audi,Q4 e-tron,2020,Australia,SUV,92.6,89.2,436,101.0,1.01,511,13.36,220723,32.1,216,8.19,38.5,Fleet,26.49,1742,1271,0.09,221.16,23752
2547,Hyundai,Ioniq 5,2022,Europe,Sedan,40.7,71.3,200,152.4,0.34,1293,17.26,205591,95.0,220,4.53,21.3,Commercial,24.67,605,1267,0.12,354.85,15502
2548,Hyundai,Kona Electric,2016,North America,Sedan,59.6,81.0,288,88.1,0.81,931,17.13,122288,93.3,243,8.04,7.4,Fleet,14.67,1143,1347,0.14,244.39,20132
2549,Hyundai,Ioniq 5,2019,North America,Sedan,49.9,84.4,299,89.5,0.76,1979,18.58,48933,43.1,170,4.4,22.7,Personal,5.87,1621,1926,0.28,212.14,15885
2550,BMW,i3,2020,Asia,Truck,53.1,88.3,229,104.2,0.71,1691,23.53,99081,89.7,213,7.6,33.7,Commercial,11.89,1327,651,0.23,446.85,20316
2551,Volkswagen,ID.3,2022,Asia,Hatchback,47.0,90.4,194,188.6,0.34,575,24.97,21091,90.5,176,9.34,21.3,Personal,2.53,1343,750,0.27,118.49,20385
2552,Volkswagen,ID.3,2019,North America,SUV,55.4,78.7,317,158.0,0.46,962,20.92,190657,39.9,219,3.77,5.2,Fleet,22.88,895,2101,0.12,398.85,15374
2553,Hyundai,Kona Electric,2016,Australia,Sedan,35.1,74.0,204,189.6,0.2,553,19.47,173170,63.9,187,6.16,13.8,Commercial,20.78,366,552,0.11,309.07,15269
2554,Nissan,Ariya,2024,Europe,Hatchback,38.7,74.2,169,97.9,0.47,1753,16.08,49143,33.3,233,9.5,29.5,Personal,5.9,1812,525,0.32,210.73,15487
2555,Audi,e-tron,2016,Asia,Truck,74.1,86.6,370,23.9,3.51,1623,23.03,246963,77.7,207,6.47,32.1,Fleet,29.64,1839,650,0.13,616.15,20386
2556,Audi,Q4 e-tron,2021,Europe,SUV,95.9,82.5,554,95.0,1.18,1848,17.19,167402,49.9,240,9.98,37.9,Fleet,20.09,326,1639,0.13,311.74,26279
2557,Ford,Mustang Mach-E,2018,Asia,Truck,74.5,94.2,405,199.3,0.47,1353,17.05,208152,73.8,205,7.26,39.5,Commercial,24.98,1643,911,0.28,828.1,19376
2558,Kia,Niro EV,2019,North America,Hatchback,31.9,71.1,190,245.1,0.17,411,15.49,171373,40.3,228,7.18,12.7,Fleet,20.56,482,1639,0.15,331.82,15716
2559,Audi,Q4 e-tron,2023,Europe,SUV,96.5,84.3,450,78.6,1.41,1354,12.57,183694,93.9,190,8.98,-1.6,Personal,22.04,1209,989,0.33,634.98,25641
2560,Volkswagen,ID.3,2022,Europe,SUV,86.0,86.7,417,215.5,0.47,863,19.86,125632,40.5,179,4.26,8.3,Fleet,15.08,1126,1944,0.13,270.3,25146
2561,Hyundai,Ioniq 5,2018,Asia,Hatchback,79.4,89.6,440,32.9,3.11,816,24.39,175123,88.6,131,6.03,33.9,Personal,21.01,599,1173,0.17,605.09,24687
2562,Hyundai,Ioniq 5,2020,Europe,Sedan,91.4,74.1,419,130.6,0.8,558,21.88,176729,77.0,217,7.5,12.4,Commercial,21.21,219,2432,0.19,612.25,22881
2563,Hyundai,Kona Electric,2019,Asia,SUV,72.1,83.0,405,238.9,0.39,1661,19.5,117362,92.7,179,8.98,3.4,Commercial,14.08,1888,1567,0.31,591.21,24317
2564,Volkswagen,ID.4,2017,Australia,Hatchback,46.8,71.1,251,248.3,0.2,593,22.94,225526,95.6,188,3.89,25.4,Fleet,27.06,1649,1513,0.31,1336.5,13713
2565,Chevrolet,Bolt EUV,2020,Asia,SUV,116.6,76.6,637,135.1,1.1,1004,23.4,120397,50.5,169,8.18,-1.3,Personal,14.45,1095,1471,0.15,352.16,32869
2566,Nissan,Leaf,2021,North America,Sedan,107.6,94.5,476,56.2,2.12,565,16.77,126253,45.5,193,9.05,34.6,Personal,15.15,1712,1791,0.26,458.74,28766
2567,Tesla,Model X,2022,Australia,Hatchback,78.1,70.0,435,131.9,0.72,550,20.76,181764,60.2,142,8.98,27.2,Fleet,21.81,642,1125,0.29,911.91,25773
2568,BMW,i3,2016,North America,Truck,68.2,96.9,389,40.7,1.78,1960,19.88,129518,86.0,198,3.63,36.5,Personal,15.54,511,751,0.3,643.7,21430
2569,Hyundai,Ioniq 5,2022,Asia,Sedan,116.7,70.2,563,186.4,0.69,392,18.74,189151,35.2,192,5.33,10.0,Commercial,22.7,397,1847,0.24,708.94,32260
2570,Tesla,Model X,2015,North America,Sedan,37.6,92.3,190,116.7,0.44,641,18.82,23564,36.4,170,6.36,30.4,Commercial,2.83,1579,735,0.11,40.65,10681
2571,Kia,Niro EV,2021,Europe,Sedan,60.2,91.9,258,48.4,1.48,1694,24.04,92256,30.5,185,5.66,36.7,Fleet,11.07,1718,663,0.17,314.19,22625
2572,Tesla,Model Y,2020,Europe,Sedan,59.9,86.1,307,137.1,0.53,1302,23.81,19417,67.0,231,6.57,5.0,Personal,2.33,1546,1991,0.28,107.87,17185
2573,Hyundai,Ioniq 5,2020,Asia,Truck,66.8,78.2,299,160.9,0.58,1373,13.34,51963,88.0,193,5.58,-8.4,Personal,6.24,281,1755,0.17,98.2,23617
2574,Mercedes,EQS,2018,North America,SUV,98.6,78.1,575,193.6,0.66,1806,24.92,72659,50.5,169,4.93,33.9,Personal,8.72,439,550,0.32,482.84,23753
2575,Volkswagen,ID.4,2017,North America,Sedan,53.8,72.5,278,123.8,0.49,1933,22.19,59389,49.1,204,6.95,24.4,Commercial,7.13,1208,866,0.24,263.57,17302
2576,Chevrolet,Bolt EUV,2017,Europe,Sedan,53.9,85.0,313,41.3,1.76,450,13.37,22986,73.6,148,4.13,0.7,Fleet,2.76,302,658,0.1,25.61,14140
2577,Nissan,Ariya,2024,Asia,Hatchback,38.3,83.6,182,81.5,0.5,937,19.97,249294,88.0,237,6.86,18.5,Personal,29.92,634,1857,0.22,912.71,16349
2578,Tesla,Model X,2024,Europe,SUV,78.5,78.7,337,248.7,0.34,1420,19.96,115621,95.5,223,8.81,12.8,Fleet,13.87,475,1743,0.32,615.41,25869
2579,Tesla,Model S,2019,Australia,Hatchback,109.6,70.3,479,112.2,1.07,869,16.03,91036,40.0,156,6.15,30.3,Personal,10.92,1140,758,0.3,364.83,31781
2580,Tesla,Model X,2018,Asia,Sedan,42.3,95.8,178,32.1,1.71,679,13.76,98706,81.9,179,7.13,17.4,Fleet,11.84,1029,1794,0.33,373.5,14968
2581,Chevrolet,Bolt EUV,2021,Europe,Truck,76.4,100.0,450,37.8,2.66,746,15.0,9273,82.0,136,6.0,-1.4,Fleet,1.11,349,1731,0.32,37.09,23321
2582,Audi,e-tron,2016,Asia,Truck,37.3,81.3,182,40.6,1.27,1200,23.36,134060,97.6,226,8.24,19.4,Commercial,16.09,1692,1478,0.34,887.3,11385
2583,Mercedes,EQS,2016,Asia,Hatchback,60.6,79.9,249,226.0,0.3,1268,19.95,176708,70.8,240,5.28,4.9,Commercial,21.2,1984,1394,0.25,734.44,17015
2584,BMW,iX,2015,Australia,Hatchback,59.4,80.2,321,178.4,0.41,991,14.11,57385,90.6,169,7.55,13.4,Commercial,6.89,727,1656,0.26,175.44,17416
2585,Nissan,Ariya,2024,Europe,Truck,52.4,94.1,263,70.5,0.89,1807,15.69,70150,88.7,186,4.31,7.7,Commercial,8.42,418,718,0.14,128.41,22267
2586,Chevrolet,Bolt EUV,2021,Europe,Sedan,86.8,90.1,473,218.0,0.5,1320,20.26,103967,51.0,148,6.25,24.6,Commercial,12.48,1436,1795,0.09,157.98,26508
2587,BMW,iX,2021,Asia,SUV,68.8,95.9,370,168.3,0.54,871,17.35,17451,81.4,220,9.17,9.9,Fleet,2.09,1141,1586,0.16,40.37,19902
2588,Hyundai,Ioniq 5,2020,North America,Hatchback,96.9,84.7,410,81.0,1.57,419,15.89,140531,62.5,180,9.57,12.7,Personal,16.86,1482,1714,0.1,186.09,27987
2589,Audi,e-tron,2018,North America,Sedan,92.5,81.3,497,98.8,1.3,1410,17.99,121521,75.4,215,9.16,12.8,Commercial,14.58,1499,2288,0.35,637.63,26509
2590,BMW,iX,2017,Europe,Truck,87.9,87.8,383,19.2,5.57,1852,14.19,247072,67.6,153,6.5,-0.2,Commercial,29.65,1006,1685,0.16,467.46,21537
2591,Ford,F-150 Lightning,2016,Australia,Hatchback,110.9,84.5,590,36.5,3.69,1544,19.92,108415,33.8,220,4.08,25.5,Personal,13.01,439,2457,0.31,557.9,29406
2592,Ford,F-150 Lightning,2019,North America,SUV,67.5,83.8,349,58.1,1.25,1544,16.67,82804,83.4,235,5.43,0.1,Fleet,9.94,762,1777,0.22,253.06,22774
2593,Chevrolet,Bolt EV,2016,Europe,Sedan,40.4,84.3,190,243.6,0.23,783,14.73,248329,98.8,249,7.48,22.2,Fleet,29.8,1562,2001,0.35,1066.88,11463
2594,Chevrolet,Bolt EV,2015,North America,Truck,45.2,80.1,193,155.3,0.34,1829,17.72,136973,90.7,207,5.19,14.5,Personal,16.44,941,2005,0.11,222.49,14366
2595,Kia,EV6,2016,North America,SUV,51.4,99.9,286,216.5,0.26,530,14.73,128769,83.1,234,7.28,4.6,Personal,15.45,547,2049,0.28,442.58,12912
2596,Tesla,Model X,2016,North America,SUV,55.1,73.6,250,165.7,0.42,822,20.26,241099,99.3,167,8.28,20.7,Personal,28.93,1648,1157,0.11,447.76,19094
2597,Nissan,Leaf,2024,Asia,Hatchback,68.7,78.3,364,57.6,1.36,1451,24.71,217202,54.7,163,4.75,35.5,Personal,26.06,1550,1882,0.24,1073.41,23696
2598,Ford,F-150 Lightning,2020,North America,Truck,70.7,76.8,352,98.0,0.95,641,15.43,142300,39.9,166,9.14,-3.8,Commercial,17.08,741,2026,0.23,420.84,21816
2599,Ford,Mustang Mach-E,2016,Asia,Hatchback,73.0,99.9,399,214.4,0.47,427,13.76,193309,80.3,153,3.58,5.5,Fleet,23.2,1941,2181,0.21,465.49,21930
2600,Chevrolet,Bolt EV,2019,Australia,Sedan,55.5,96.2,283,156.4,0.45,271,21.34,76887,59.4,174,4.11,32.8,Commercial,9.23,353,529,0.24,328.15,17718
2601,Ford,Mustang Mach-E,2017,Asia,Hatchback,45.2,90.6,267,85.1,0.75,1771,22.37,89357,91.1,199,4.42,38.1,Commercial,10.72,714,2469,0.32,533.04,16455
